engagement_id,customer_id,favorite_match_type,average_match_watch_time_minutes,matches_watched_per_season,preferred_ad_format,ad_click_rate,sports_content_watch_hours_per_week,engagement_during_csk_matches,engagement_during_rcb_matches,engagement_during_mi_matches,streaming_device_preference,second_screen_usage,social_media_activity_during_matches,engagement_potential_score
ENG002647,CUST2647,League Match,153,43,Influencer Promotion,0.15,9.1,67,70,68,Laptop,No,Medium,65.6
ENG002648,CUST2648,League Match,127,35,Banner Ad,0.09,6.6,60,60,58,Smart TV,No,Low,55.9
ENG002649,CUST2649,Finals,242,78,Short Reel,0.33,25.1,98,99,98,Mobile,Yes,High,99.4
ENG002650,CUST2650,Rivalry Match,188,60,Video Ad,0.21,14.8,87,90,87,Laptop,Yes,Medium,86.0
ENG002651,CUST2651,League Match,164,48,Influencer Promotion,0.18,11.4,73,76,74,Mobile,Yes,Medium,72.6
ENG002652,CUST2652,League Match,130,37,Banner Ad,0.10,7.2,62,61,60,Smart TV,No,Low,58.1
ENG002653,CUST2653,Playoffs,233,77,Short Reel,0.33,23.6,97,99,97,Mobile,Yes,High,99.0
ENG002654,CUST2654,League Match,113,28,Banner Ad,0.06,5.4,51,51,49,Laptop,No,Low,47.5
ENG002655,CUST2655,Finals,255,80,Short Reel,0.35,28.0,99,99,99,Mobile,Yes,High,100.0
ENG002656,CUST2656,Rivalry Match,197,63,Video Ad,0.23,15.9,89,92,89,Smart TV,Yes,Medium,88.9
ENG002657,CUST2657,League Match,149,40,Influencer Promotion,0.14,8.5,64,68,65,Laptop,No,Medium,63.2
ENG002658,CUST2658,League Match,134,38,Banner Ad,0.11,7.5,63,63,61,Smart TV,No,Low,58.8
ENG002659,CUST2659,Playoffs,228,75,Short Reel,0.30,21.9,95,98,96,Mobile,Yes,High,96.9
ENG002660,CUST2660,League Match,118,31,Banner Ad,0.07,5.7,55,55,53,Laptop,No,Low,50.6
ENG002661,CUST2661,Rivalry Match,203,66,Short Reel,0.32,20.7,95,98,94,Mobile,Yes,High,96.1
ENG002662,CUST2662,League Match,141,43,Video Ad,0.17,10.0,70,69,65,Laptop,No,Medium,67.1
ENG002663,CUST2663,Playoffs,228,77,Influencer Promotion,0.34,23.8,98,98,96,Mobile,Yes,High,99.0
ENG002664,CUST2664,League Match,114,31,Banner Ad,0.07,5.9,57,56,53,Smart TV,No,Low,51.5
ENG002665,CUST2665,Finals,255,80,Short Reel,0.35,26.8,99,99,99,Mobile,Yes,High,100.0
ENG002666,CUST2666,League Match,161,47,Video Ad,0.18,11.7,74,77,74,Laptop,No,Medium,71.7
ENG002667,CUST2667,Rivalry Match,210,69,Short Reel,0.33,22.4,97,99,96,Mobile,Yes,High,97.6
ENG002668,CUST2668,League Match,182,46,Video Ad,0.15,9.9,68,67,67,Smart TV,No,Low,63.7
ENG002669,CUST2669,Playoffs,218,72,Influencer Promotion,0.30,20.7,93,97,93,Mobile,Yes,High,94.7
ENG002670,CUST2670,League Match,105,26,Banner Ad,0.05,4.6,49,52,48,Laptop,No,Low,46.5
ENG002671,CUST2671,Rivalry Match,192,61,Short Reel,0.29,18.6,91,96,90,Mobile,Yes,High,92.6
ENG002672,CUST2672,League Match,149,42,Video Ad,0.13,8.7,66,64,65,Smart TV,No,Medium,61.5
ENG002673,CUST2673,Playoffs,237,79,Influencer Promotion,0.35,25.1,98,99,97,Mobile,Yes,High,99.9
ENG002674,CUST2674,League Match,121,32,Banner Ad,0.08,6.4,60,59,56,Laptop,No,Low,53.2
ENG002675,CUST2675,Finals,248,80,Short Reel,0.35,27.9,99,99,99,Mobile,Yes,High,100.0
ENG002676,CUST2676,Rivalry Match,201,67,Video Ad,0.22,13.5,89,93,90,Laptop,Yes,Medium,88.5
ENG002677,CUST2677,League Match,160,45,Influencer Promotion,0.16,10.8,71,74,70,Mobile,Yes,Medium,69.9
ENG002678,CUST2678,League Match,129,36,Banner Ad,0.09,7.0,61,61,59,Smart TV,No,Low,56.6
ENG002679,CUST2679,Playoffs,231,76,Short Reel,0.31,22.5,97,99,96,Mobile,Yes,High,97.9
ENG002680,CUST2680,League Match,112,27,Banner Ad,0.06,5.3,52,51,50,Laptop,No,Low,48.5
ENG002681,CUST2681,Rivalry Match,194,62,Video Ad,0.23,14.6,90,94,90,Smart TV,Yes,Medium,89.5
ENG002682,CUST2682,League Match,165,50,Influencer Promotion,0.19,11.9,75,78,75,Mobile,Yes,Medium,73.7
ENG002683,CUST2683,Finals,256,80,Short Reel,0.35,27.9,99,99,99,Mobile,Yes,High,100.0
ENG002684,CUST2684,League Match,123,31,Banner Ad,0.08,5.9,58,57,56,Laptop,No,Low,52.5
ENG002685,CUST2685,Playoffs,222,73,Video Ad,0.28,19.7,93,96,93,Smart TV,Yes,High,94.3
ENG002686,CUST2686,Rivalry Match,205,68,Short Reel,0.32,21.1,95,99,95,Mobile,Yes,High,96.5
ENG002687,CUST2687,League Match,154,43,Influencer Promotion,0.15,9.3,67,71,68,Laptop,No,Medium,66.1
ENG002688,CUST2688,League Match,117,31,Banner Ad,0.07,5.6,57,57,54,Smart TV,No,Low,51.7
ENG002689,CUST2689,Finals,244,79,Short Reel,0.34,25.4,98,99,98,Mobile,Yes,High,99.8
ENG002690,CUST2690,Rivalry Match,187,60,Video Ad,0.22,15.4,87,91,88,Laptop,Yes,Medium,87.1
ENG002691,CUST2691,League Match,161,46,Influencer Promotion,0.17,11.1,72,72,71,Mobile,Yes,Medium,70.5
ENG002692,CUST2692,League Match,125,34,Banner Ad,0.09,7.0,60,60,58,Smart TV,No,Low,55.6
ENG002693,CUST2693,Playoffs,232,77,Short Reel,0.32,23.4,97,99,97,Mobile,Yes,High,98.7
ENG002694,CUST2694,League Match,109,27,Banner Ad,0.05,4.9,50,51,49,Laptop,No,Low,47.0
ENG002695,CUST2695,Finals,252,80,Short Reel,0.35,27.2,99,99,99,Mobile,Yes,High,100.0
ENG002696,CUST2696,Rivalry Match,196,64,Video Ad,0.25,17.4,91,94,91,Smart TV,Yes,High,92.4
ENG002697,CUST2697,League Match,152,42,Influencer Promotion,0.14,8.9,66,70,67,Laptop,No,Medium,64.5
ENG002698,CUST2698,League Match,132,37,Banner Ad,0.10,7.3,62,62,60,Smart TV,No,Low,57.9
ENG002699,CUST2699,Playoffs,225,74,Short Reel,0.30,21.7,95,98,96,Mobile,Yes,High,96.7
ENG002700,CUST2700,League Match,115,30,Banner Ad,0.06,5.5,53,53,51,Laptop,No,Low,49.3
ENG002701,CUST2701,Rivalry Match,201,66,Video Ad,0.24,16.6,92,94,91,Smart TV,Yes,Medium,90.7
ENG002702,CUST2702,League Match,157,46,Influencer Promotion,0.16,10.3,69,73,70,Mobile,Yes,Medium,69.2
ENG002703,CUST2703,Finals,249,80,Short Reel,0.35,26.8,99,99,99,Mobile,Yes,High,100.0
ENG002704,CUST2704,League Match,121,33,Banner Ad,0.08,6.1,59,58,56,Laptop,No,Low,53.4
ENG002705,CUST2705,Playoffs,219,71,Video Ad,0.26,19.2,91,95,92,Smart TV,Yes,High,93.3
ENG002706,CUST2706,Rivalry Match,208,69,Short Reel,0.32,22.0,96,99,96,Mobile,Yes,High,97.2
ENG002707,CUST2707,League Match,153,43,Influencer Promotion,0.15,9.1,67,70,68,Laptop,No,Medium,65.6
ENG002708,CUST2708,League Match,127,35,Banner Ad,0.09,6.6,60,60,58,Smart TV,No,Low,55.9
ENG002709,CUST2709,Finals,242,78,Short Reel,0.33,25.1,98,99,98,Mobile,Yes,High,99.4
ENG002710,CUST2710,Rivalry Match,188,60,Video Ad,0.21,14.8,87,90,87,Laptop,Yes,Medium,86.0
ENG002711,CUST2711,League Match,164,48,Influencer Promotion,0.18,11.4,73,76,74,Mobile,Yes,Medium,72.6
ENG002712,CUST2712,League Match,130,37,Banner Ad,0.10,7.2,62,61,60,Smart TV,No,Low,58.1
ENG002713,CUST2713,Playoffs,233,77,Short Reel,0.33,23.6,97,99,97,Mobile,Yes,High,99.0
ENG002714,CUST2714,League Match,113,28,Banner Ad,0.06,5.4,51,51,49,Laptop,No,Low,47.5
ENG002715,CUST2715,Finals,255,80,Short Reel,0.35,28.0,99,99,99,Mobile,Yes,High,100.0
ENG002716,CUST2716,Rivalry Match,197,63,Video Ad,0.23,15.9,89,92,89,Smart TV,Yes,Medium,88.9
ENG002717,CUST2717,League Match,149,40,Influencer Promotion,0.14,8.5,64,68,65,Laptop,No,Medium,63.2
ENG002718,CUST2718,League Match,134,38,Banner Ad,0.11,7.5,63,63,61,Smart TV,No,Low,58.8
ENG002719,CUST2719,Playoffs,228,75,Short Reel,0.30,21.9,95,98,96,Mobile,Yes,High,96.9
ENG002720,CUST2720,League Match,118,31,Banner Ad,0.07,5.7,55,55,53,Laptop,No,Low,50.6
ENG002721,CUST2721,Rivalry Match,203,66,Short Reel,0.32,20.7,95,98,94,Mobile,Yes,High,96.1
ENG002722,CUST2722,League Match,141,43,Video Ad,0.17,10.0,70,69,65,Laptop,No,Medium,67.1
ENG002723,CUST2723,Playoffs,228,77,Influencer Promotion,0.34,23.8,98,98,96,Mobile,Yes,High,99.0
ENG002724,CUST2724,League Match,114,31,Banner Ad,0.07,5.9,57,56,53,Smart TV,No,Low,51.5
ENG002725,CUST2725,Finals,255,80,Short Reel,0.35,26.8,99,99,99,Mobile,Yes,High,100.0
ENG002726,CUST2726,League Match,161,47,Video Ad,0.18,11.7,74,77,74,Laptop,No,Medium,71.7
ENG002727,CUST2727,Rivalry Match,210,69,Short Reel,0.33,22.4,97,99,96,Mobile,Yes,High,97.6
ENG002728,CUST2728,League Match,182,46,Video Ad,0.15,9.9,68,67,67,Smart TV,No,Low,63.7
ENG002729,CUST2729,Playoffs,218,72,Influencer Promotion,0.30,20.7,93,97,93,Mobile,Yes,High,94.7
ENG002730,CUST2730,League Match,105,26,Banner Ad,0.05,4.6,49,52,48,Laptop,No,Low,46.5
ENG002731,CUST2731,Rivalry Match,192,61,Short Reel,0.29,18.6,91,96,90,Mobile,Yes,High,92.6
ENG002732,CUST2732,League Match,149,42,Video Ad,0.13,8.7,66,64,65,Smart TV,No,Medium,61.5
ENG002733,CUST2733,Playoffs,237,79,Influencer Promotion,0.35,25.1,98,99,97,Mobile,Yes,High,99.9
ENG002734,CUST2734,League Match,121,32,Banner Ad,0.08,6.4,60,59,56,Laptop,No,Low,53.2
ENG002735,CUST2735,Finals,248,80,Short Reel,0.35,27.9,99,99,99,Mobile,Yes,High,100.0
ENG002736,CUST2736,Rivalry Match,201,67,Video Ad,0.22,13.5,89,93,90,Laptop,Yes,Medium,88.5
ENG002737,CUST2737,League Match,160,45,Influencer Promotion,0.16,10.8,71,74,70,Mobile,Yes,Medium,69.9
ENG002738,CUST2738,League Match,129,36,Banner Ad,0.09,7.0,61,61,59,Smart TV,No,Low,56.6
ENG002739,CUST2739,Playoffs,231,76,Short Reel,0.31,22.5,97,99,96,Mobile,Yes,High,97.9
ENG002740,CUST2740,League Match,112,27,Banner Ad,0.06,5.3,52,51,50,Laptop,No,Low,48.5
ENG002741,CUST2741,Rivalry Match,194,62,Video Ad,0.23,14.6,90,94,90,Smart TV,Yes,Medium,89.5
ENG002742,CUST2742,League Match,165,50,Influencer Promotion,0.19,11.9,75,78,75,Mobile,Yes,Medium,73.7
ENG002743,CUST2743,Finals,256,80,Short Reel,0.35,27.9,99,99,99,Mobile,Yes,High,100.0
ENG002744,CUST2744,League Match,123,31,Banner Ad,0.08,5.9,58,57,56,Laptop,No,Low,52.5
ENG002745,CUST2745,Playoffs,222,73,Video Ad,0.28,19.7,93,96,93,Smart TV,Yes,High,94.3
ENG002746,CUST2746,Rivalry Match,205,68,Short Reel,0.32,21.1,95,99,95,Mobile,Yes,High,96.5
ENG002747,CUST2747,League Match,154,43,Influencer Promotion,0.15,9.3,67,71,68,Laptop,No,Medium,66.1
ENG002748,CUST2748,League Match,117,31,Banner Ad,0.07,5.6,57,57,54,Smart TV,No,Low,51.7
ENG002749,CUST2749,Finals,244,79,Short Reel,0.34,25.4,98,99,98,Mobile,Yes,High,99.8
ENG002750,CUST2750,Rivalry Match,187,60,Video Ad,0.22,15.4,87,91,88,Laptop,Yes,Medium,87.1
ENG002751,CUST2751,League Match,161,46,Influencer Promotion,0.17,11.1,72,72,71,Mobile,Yes,Medium,70.5
ENG002752,CUST2752,League Match,125,34,Banner Ad,0.09,7.0,60,60,58,Smart TV,No,Low,55.6
ENG002753,CUST2753,Playoffs,232,77,Short Reel,0.32,23.4,97,99,97,Mobile,Yes,High,98.7
ENG002754,CUST2754,League Match,109,27,Banner Ad,0.05,4.9,50,51,49,Laptop,No,Low,47.0
ENG002755,CUST2755,Finals,252,80,Short Reel,0.35,27.2,99,99,99,Mobile,Yes,High,100.0
ENG002756,CUST2756,Rivalry Match,196,64,Video Ad,0.25,17.4,91,94,91,Smart TV,Yes,High,92.4
ENG002757,CUST2757,League Match,152,42,Influencer Promotion,0.14,8.9,66,70,67,Laptop,No,Medium,64.5
ENG002758,CUST2758,League Match,132,37,Banner Ad,0.10,7.3,62,62,60,Smart TV,No,Low,57.9
ENG002759,CUST2759,Playoffs,225,74,Short Reel,0.30,21.7,95,98,96,Mobile,Yes,High,96.7
ENG002760,CUST2760,League Match,115,30,Banner Ad,0.06,5.5,53,53,51,Laptop,No,Low,49.3
ENG002761,CUST2761,Rivalry Match,201,66,Video Ad,0.24,16.6,92,94,91,Smart TV,Yes,Medium,90.7
ENG002762,CUST2762,League Match,157,46,Influencer Promotion,0.16,10.3,69,73,70,Mobile,Yes,Medium,69.2
ENG002763,CUST2763,Finals,249,80,Short Reel,0.35,26.8,99,99,99,Mobile,Yes,High,100.0
ENG002764,CUST2764,League Match,121,33,Banner Ad,0.08,6.1,59,58,56,Laptop,No,Low,53.4
ENG002765,CUST2765,Playoffs,219,71,Video Ad,0.26,19.2,91,95,92,Smart TV,Yes,High,93.3
ENG002766,CUST2766,Rivalry Match,208,69,Short Reel,0.32,22.0,96,99,96,Mobile,Yes,High,97.2
ENG002767,CUST2767,League Match,153,43,Influencer Promotion,0.15,9.1,67,70,68,Laptop,No,Medium,65.6
ENG002768,CUST2768,League Match,127,35,Banner Ad,0.09,6.6,60,60,58,Smart TV,No,Low,55.9
ENG002769,CUST2769,Finals,242,78,Short Reel,0.33,25.1,98,99,98,Mobile,Yes,High,99.4
ENG002770,CUST2770,Rivalry Match,188,60,Video Ad,0.21,14.8,87,90,87,Laptop,Yes,Medium,86.0
ENG002771,CUST2771,League Match,164,48,Influencer Promotion,0.18,11.4,73,76,74,Mobile,Yes,Medium,72.6
ENG002772,CUST2772,League Match,130,37,Banner Ad,0.10,7.2,62,61,60,Smart TV,No,Low,58.1
ENG002773,CUST2773,Playoffs,233,77,Short Reel,0.33,23.6,97,99,97,Mobile,Yes,High,99.0
ENG002774,CUST2774,League Match,113,28,Banner Ad,0.06,5.4,51,51,49,Laptop,No,Low,47.5
ENG002775,CUST2775,Finals,255,80,Short Reel,0.35,28.0,99,99,99,Mobile,Yes,High,100.0
ENG002776,CUST2776,Rivalry Match,197,63,Video Ad,0.23,15.9,89,92,89,Smart TV,Yes,Medium,88.9
ENG002777,CUST2777,League Match,149,40,Influencer Promotion,0.14,8.5,64,68,65,Laptop,No,Medium,63.2
ENG002778,CUST2778,League Match,134,38,Banner Ad,0.11,7.5,63,63,61,Smart TV,No,Low,58.8
ENG002779,CUST2779,Playoffs,228,75,Short Reel,0.30,21.9,95,98,96,Mobile,Yes,High,96.9
ENG002780,CUST2780,League Match,118,31,Banner Ad,0.07,5.7,55,55,53,Laptop,No,Low,50.6
ENG002781,CUST2781,Rivalry Match,203,66,Short Reel,0.32,20.7,95,98,94,Mobile,Yes,High,96.1
ENG002782,CUST2782,League Match,141,43,Video Ad,0.17,10.0,70,69,65,Laptop,No,Medium,67.1
ENG002783,CUST2783,Playoffs,228,77,Influencer Promotion,0.34,23.8,98,98,96,Mobile,Yes,High,99.0
ENG002784,CUST2784,League Match,114,31,Banner Ad,0.07,5.9,57,56,53,Smart TV,No,Low,51.5
ENG002785,CUST2785,Finals,255,80,Short Reel,0.35,26.8,99,99,99,Mobile,Yes,High,100.0
ENG002786,CUST2786,League Match,161,47,Video Ad,0.18,11.7,74,77,74,Laptop,No,Medium,71.7
ENG002787,CUST2787,Rivalry Match,210,69,Short Reel,0.33,22.4,97,99,96,Mobile,Yes,High,97.6
ENG002788,CUST2788,League Match,182,46,Video Ad,0.15,9.9,68,67,67,Smart TV,No,Low,63.7
ENG002789,CUST2789,Playoffs,218,72,Influencer Promotion,0.30,20.7,93,97,93,Mobile,Yes,High,94.7
ENG002790,CUST2790,League Match,105,26,Banner Ad,0.05,4.6,49,52,48,Laptop,No,Low,46.5
ENG002791,CUST2791,Rivalry Match,192,61,Short Reel,0.29,18.6,91,96,90,Mobile,Yes,High,92.6
ENG002792,CUST2792,League Match,149,42,Video Ad,0.13,8.7,66,64,65,Smart TV,No,Medium,61.5
ENG002793,CUST2793,Playoffs,237,79,Influencer Promotion,0.35,25.1,98,99,97,Mobile,Yes,High,99.9
ENG002794,CUST2794,League Match,121,32,Banner Ad,0.08,6.4,60,59,56,Laptop,No,Low,53.2
ENG002795,CUST2795,Finals,248,80,Short Reel,0.35,27.9,99,99,99,Mobile,Yes,High,100.0
ENG002796,CUST2796,Rivalry Match,201,67,Video Ad,0.22,13.5,89,93,90,Laptop,Yes,Medium,88.5
ENG002797,CUST2797,League Match,160,45,Influencer Promotion,0.16,10.8,71,74,70,Mobile,Yes,Medium,69.9
ENG002798,CUST2798,League Match,129,36,Banner Ad,0.09,7.0,61,61,59,Smart TV,No,Low,56.6
ENG002799,CUST2799,Playoffs,231,76,Short Reel,0.31,22.5,97,99,96,Mobile,Yes,High,97.9
ENG002800,CUST2800,League Match,112,27,Banner Ad,0.06,5.3,52,51,50,Laptop,No,Low,48.5
ENG002801,CUST2801,Rivalry Match,204,67,Short Reel,0.33,20.9,96,98,95,Mobile,Yes,High,96.3
ENG002802,CUST2802,League Match,142,44,Video Ad,0.18,10.2,71,69,66,Laptop,No,Medium,67.4
ENG002803,CUST2803,Playoffs,229,78,Influencer Promotion,0.34,24.0,98,99,97,Mobile,Yes,High,99.2
ENG002804,CUST2804,League Match,115,31,Banner Ad,0.07,6.0,58,56,54,Smart TV,No,Low,51.8
ENG002805,CUST2805,Finals,256,80,Short Reel,0.35,27.0,99,99,99,Mobile,Yes,High,100.0
ENG002806,CUST2806,League Match,162,48,Video Ad,0.19,11.9,75,77,75,Laptop,No,Medium,72.0
ENG002807,CUST2807,Rivalry Match,211,70,Short Reel,0.33,22.6,97,99,97,Mobile,Yes,High,97.8
ENG002808,CUST2808,League Match,183,47,Video Ad,0.16,10.1,69,67,68,Smart TV,No,Low,64.0
ENG002809,CUST2809,Playoffs,219,73,Influencer Promotion,0.30,20.9,94,97,94,Mobile,Yes,High,95.0
ENG002810,CUST2810,League Match,106,26,Banner Ad,0.05,4.7,50,52,49,Laptop,No,Low,46.8
ENG002811,CUST2811,Rivalry Match,193,62,Short Reel,0.29,18.8,92,96,91,Mobile,Yes,High,92.9
ENG002812,CUST2812,League Match,150,43,Video Ad,0.13,8.9,67,64,66,Smart TV,No,Medium,61.8
ENG002813,CUST2813,Playoffs,238,79,Influencer Promotion,0.35,25.3,99,99,98,Mobile,Yes,High,100.0
ENG002814,CUST2814,League Match,122,33,Banner Ad,0.08,6.5,61,59,57,Laptop,No,Low,53.5
ENG002815,CUST2815,Finals,249,80,Short Reel,0.35,28.1,99,99,99,Mobile,Yes,High,100.0
ENG002816,CUST2816,Rivalry Match,202,68,Video Ad,0.23,13.7,90,93,91,Laptop,Yes,Medium,88.8
ENG002817,CUST2817,League Match,161,46,Influencer Promotion,0.16,11.0,72,74,71,Mobile,Yes,Medium,70.2
ENG002818,CUST2818,League Match,130,37,Banner Ad,0.09,7.1,62,61,60,Smart TV,No,Low,56.9
ENG002819,CUST2819,Playoffs,232,77,Short Reel,0.31,22.7,97,99,97,Mobile,Yes,High,98.1
ENG002820,CUST2820,League Match,113,28,Banner Ad,0.06,5.4,53,51,51,Laptop,No,Low,48.8
ENG002821,CUST2821,Rivalry Match,195,63,Video Ad,0.23,14.8,91,94,91,Smart TV,Yes,Medium,89.8
ENG002822,CUST2822,League Match,166,51,Influencer Promotion,0.19,12.1,76,78,76,Mobile,Yes,Medium,74.0
ENG002823,CUST2823,Finals,257,80,Short Reel,0.35,28.1,99,99,99,Mobile,Yes,High,100.0
ENG002824,CUST2824,League Match,124,32,Banner Ad,0.08,6.0,59,57,57,Laptop,No,Low,52.8
ENG002825,CUST2825,Playoffs,223,74,Video Ad,0.28,19.9,94,96,94,Smart TV,Yes,High,94.6
ENG002826,CUST2826,Rivalry Match,206,69,Short Reel,0.32,21.3,96,99,96,Mobile,Yes,High,96.8
ENG002827,CUST2827,League Match,155,44,Influencer Promotion,0.15,9.5,68,71,69,Laptop,No,Medium,66.4
ENG002828,CUST2828,League Match,118,32,Banner Ad,0.07,5.7,58,57,55,Smart TV,No,Low,52.0
ENG002829,CUST2829,Finals,245,79,Short Reel,0.34,25.6,98,99,98,Mobile,Yes,High,99.9
ENG002830,CUST2830,Rivalry Match,188,61,Video Ad,0.22,15.6,88,91,89,Laptop,Yes,Medium,87.4
ENG002831,CUST2831,League Match,162,47,Influencer Promotion,0.17,11.3,73,73,72,Mobile,Yes,Medium,70.8
ENG002832,CUST2832,League Match,126,35,Banner Ad,0.09,7.1,61,60,59,Smart TV,No,Low,55.9
ENG002833,CUST2833,Playoffs,233,78,Short Reel,0.32,23.6,98,99,98,Mobile,Yes,High,98.9
ENG002834,CUST2834,League Match,110,28,Banner Ad,0.05,5.0,51,51,50,Laptop,No,Low,47.3
ENG002835,CUST2835,Finals,253,80,Short Reel,0.35,27.4,99,99,99,Mobile,Yes,High,100.0
ENG002836,CUST2836,Rivalry Match,197,65,Video Ad,0.25,17.6,92,94,92,Smart TV,Yes,High,92.7
ENG002837,CUST2837,League Match,153,43,Influencer Promotion,0.14,9.1,67,70,68,Laptop,No,Medium,64.8
ENG002838,CUST2838,League Match,133,38,Banner Ad,0.10,7.5,63,63,61,Smart TV,No,Low,58.2
ENG002839,CUST2839,Playoffs,226,75,Short Reel,0.30,21.9,96,98,97,Mobile,Yes,High,97.0
ENG002840,CUST2840,League Match,116,31,Banner Ad,0.06,5.6,54,54,52,Laptop,No,Low,49.6
ENG002841,CUST2841,Rivalry Match,202,67,Video Ad,0.24,16.8,93,94,92,Smart TV,Yes,Medium,91.0
ENG002842,CUST2842,League Match,158,47,Influencer Promotion,0.16,10.5,70,73,71,Mobile,Yes,Medium,69.5
ENG002843,CUST2843,Finals,250,80,Short Reel,0.35,27.0,99,99,99,Mobile,Yes,High,100.0
ENG002844,CUST2844,League Match,122,34,Banner Ad,0.08,6.2,60,58,57,Laptop,No,Low,53.7
ENG002845,CUST2845,Playoffs,220,72,Video Ad,0.26,19.4,92,95,93,Smart TV,Yes,High,93.6
ENG002846,CUST2846,Rivalry Match,209,70,Short Reel,0.32,22.2,97,99,97,Mobile,Yes,High,97.4
ENG002847,CUST2847,League Match,154,44,Influencer Promotion,0.15,9.3,68,70,69,Laptop,No,Medium,65.9
ENG002848,CUST2848,League Match,128,36,Banner Ad,0.09,6.8,61,61,59,Smart TV,No,Low,56.2
ENG002849,CUST2849,Finals,243,79,Short Reel,0.33,25.3,98,99,98,Mobile,Yes,High,99.6
ENG002850,CUST2850,Rivalry Match,189,61,Video Ad,0.21,15.0,88,90,88,Laptop,Yes,Medium,86.3
ENG002851,CUST2851,League Match,165,49,Influencer Promotion,0.18,11.6,74,76,75,Mobile,Yes,Medium,72.9
ENG002852,CUST2852,League Match,131,38,Banner Ad,0.10,7.4,63,62,61,Smart TV,No,Low,58.4
ENG002853,CUST2853,Playoffs,234,78,Short Reel,0.33,23.8,98,99,98,Mobile,Yes,High,99.2
ENG002854,CUST2854,League Match,114,29,Banner Ad,0.06,5.5,52,52,50,Laptop,No,Low,47.8
ENG002855,CUST2855,Finals,256,80,Short Reel,0.35,28.2,99,99,99,Mobile,Yes,High,100.0
ENG002856,CUST2856,Rivalry Match,198,64,Video Ad,0.23,16.1,90,92,90,Smart TV,Yes,Medium,89.2
ENG002857,CUST2857,League Match,150,41,Influencer Promotion,0.14,8.7,65,68,66,Laptop,No,Medium,63.5
ENG002858,CUST2858,League Match,135,39,Banner Ad,0.11,7.7,64,64,62,Smart TV,No,Low,59.1
ENG002859,CUST2859,Playoffs,229,76,Short Reel,0.30,22.1,96,98,97,Mobile,Yes,High,97.2
ENG002860,CUST2860,League Match,119,32,Banner Ad,0.07,5.8,56,55,54,Laptop,No,Low,50.9
ENG002861,CUST2861,Rivalry Match,204,67,Short Reel,0.33,20.9,96,98,95,Mobile,Yes,High,96.3
ENG002862,CUST2862,League Match,142,44,Video Ad,0.18,10.2,71,69,66,Laptop,No,Medium,67.4
ENG002863,CUST2863,Playoffs,229,78,Influencer Promotion,0.34,24.0,98,99,97,Mobile,Yes,High,99.2
ENG002864,CUST2864,League Match,115,31,Banner Ad,0.07,6.0,58,56,54,Smart TV,No,Low,51.8
ENG002865,CUST2865,Finals,256,80,Short Reel,0.35,27.0,99,99,99,Mobile,Yes,High,100.0
ENG002866,CUST2866,League Match,162,48,Video Ad,0.19,11.9,75,77,75,Laptop,No,Medium,72.0
ENG002867,CUST2867,Rivalry Match,211,70,Short Reel,0.33,22.6,97,99,97,Mobile,Yes,High,97.8
ENG002868,CUST2868,League Match,183,47,Video Ad,0.16,10.1,69,67,68,Smart TV,No,Low,64.0
ENG002869,CUST2869,Playoffs,219,73,Influencer Promotion,0.30,20.9,94,97,94,Mobile,Yes,High,95.0
ENG002870,CUST2870,League Match,106,26,Banner Ad,0.05,4.7,50,52,49,Laptop,No,Low,46.8
ENG002871,CUST2871,Rivalry Match,193,62,Short Reel,0.29,18.8,92,96,91,Mobile,Yes,High,92.9
ENG002872,CUST2872,League Match,150,43,Video Ad,0.13,8.9,67,64,66,Smart TV,No,Medium,61.8
ENG002873,CUST2873,Playoffs,238,79,Influencer Promotion,0.35,25.3,99,99,98,Mobile,Yes,High,100.0
ENG002874,CUST2874,League Match,122,33,Banner Ad,0.08,6.5,61,59,57,Laptop,No,Low,53.5
ENG002875,CUST2875,Finals,249,80,Short Reel,0.35,28.1,99,99,99,Mobile,Yes,High,100.0
ENG002876,CUST2876,Rivalry Match,202,68,Video Ad,0.23,13.7,90,93,91,Laptop,Yes,Medium,88.8
ENG002877,CUST2877,League Match,161,46,Influencer Promotion,0.16,11.0,72,74,71,Mobile,Yes,Medium,70.2
ENG002878,CUST2878,League Match,130,37,Banner Ad,0.09,7.1,62,61,60,Smart TV,No,Low,56.9
ENG002879,CUST2879,Playoffs,232,77,Short Reel,0.31,22.7,97,99,97,Mobile,Yes,High,98.1
ENG002880,CUST2880,League Match,113,28,Banner Ad,0.06,5.4,53,51,51,Laptop,No,Low,48.8
ENG002881,CUST2881,Rivalry Match,195,63,Video Ad,0.23,14.8,91,94,91,Smart TV,Yes,Medium,89.8
ENG002882,CUST2882,League Match,166,51,Influencer Promotion,0.19,12.1,76,78,76,Mobile,Yes,Medium,74.0
ENG002883,CUST2883,Finals,257,80,Short Reel,0.35,28.1,99,99,99,Mobile,Yes,High,100.0
ENG002884,CUST2884,League Match,124,32,Banner Ad,0.08,6.0,59,57,57,Laptop,No,Low,52.8
ENG002885,CUST2885,Playoffs,223,74,Video Ad,0.28,19.9,94,96,94,Smart TV,Yes,High,94.6
ENG002886,CUST2886,Rivalry Match,206,69,Short Reel,0.32,21.3,96,99,96,Mobile,Yes,High,96.8
ENG002887,CUST2887,League Match,155,44,Influencer Promotion,0.15,9.5,68,71,69,Laptop,No,Medium,66.4
