purchase_id,customer_id,preferred_shopping_platform,sports_equipment_spending_per_month,previous_cricket_gear_purchases,average_order_value,preferred_product_category,purchase_frequency_per_year,discount_sensitivity,cart_abandonment_rate,payment_method_preference,brand_loyalty_level,likely_to_buy_cricket_kit
PUR002575,CUST2575,Amazon,5410,6,6710,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002576,CUST2576,Brand Website,7470,9,9370,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002577,CUST2577,Flipkart,3170,3,3870,Gloves,3,High,0.44,Debit Card,Medium,No
PUR002578,CUST2578,Amazon,4770,5,5970,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002579,CUST2579,Local Store,2290,1,2590,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR002580,CUST2580,Brand Website,6620,8,8420,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002581,CUST2581,Amazon,4350,5,5450,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002582,CUST2582,Flipkart,2810,2,3310,Jerseys,2,High,0.54,Debit Card,Low,No
PUR002583,CUST2583,Brand Website,7850,10,10050,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002584,CUST2584,Local Store,1980,1,2230,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002585,CUST2585,Amazon,5230,6,6530,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR002586,CUST2586,Brand Website,7230,9,9130,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002587,CUST2587,Flipkart,3320,3,4020,Gloves,3,High,0.47,Debit Card,Medium,No
PUR002588,CUST2588,Amazon,4570,5,5770,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002589,CUST2589,Local Store,2190,1,2490,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR002590,CUST2590,Brand Website,6790,8,8590,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002591,CUST2591,Amazon,4200,4,5300,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002592,CUST2592,Flipkart,2750,2,3250,Jerseys,2,High,0.50,Debit Card,Low,No
PUR002593,CUST2593,Brand Website,8200,10,10400,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002594,CUST2594,Local Store,2020,1,2320,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR002595,CUST2595,Amazon,5420,6,6720,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002596,CUST2596,Brand Website,7480,9,9380,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002597,CUST2597,Flipkart,3180,3,3880,Gloves,3,High,0.44,Debit Card,Medium,No
PUR002598,CUST2598,Amazon,4780,5,5980,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002599,CUST2599,Local Store,2300,1,2600,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR002600,CUST2600,Brand Website,6630,8,8430,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002601,CUST2601,Amazon,4360,5,5460,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002602,CUST2602,Flipkart,2820,2,3320,Jerseys,2,High,0.54,Debit Card,Low,No
PUR002603,CUST2603,Brand Website,7860,10,10060,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002604,CUST2604,Local Store,1990,1,2240,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002605,CUST2605,Amazon,5240,6,6540,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR002606,CUST2606,Brand Website,7240,9,9140,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002607,CUST2607,Flipkart,3330,3,4030,Gloves,3,High,0.47,Debit Card,Medium,No
PUR002608,CUST2608,Amazon,4580,5,5780,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002609,CUST2609,Local Store,2200,1,2500,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR002610,CUST2610,Brand Website,6800,8,8600,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002611,CUST2611,Amazon,4210,4,5310,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002612,CUST2612,Flipkart,2760,2,3260,Jerseys,2,High,0.50,Debit Card,Low,No
PUR002613,CUST2613,Brand Website,8210,10,10410,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002614,CUST2614,Local Store,2030,1,2330,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR002615,CUST2615,Amazon,5430,6,6730,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002616,CUST2616,Brand Website,7490,9,9390,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002617,CUST2617,Flipkart,3190,3,3890,Gloves,3,High,0.44,Debit Card,Medium,No
PUR002618,CUST2618,Amazon,4790,5,5990,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002619,CUST2619,Local Store,2310,1,2610,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR002620,CUST2620,Brand Website,6640,8,8440,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002621,CUST2621,Amazon,4370,5,5470,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002622,CUST2622,Flipkart,2830,2,3330,Jerseys,2,High,0.54,Debit Card,Low,No
PUR002623,CUST2623,Brand Website,7870,10,10070,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002624,CUST2624,Local Store,2000,1,2250,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002625,CUST2625,Amazon,5250,6,6550,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR002626,CUST2626,Brand Website,7250,9,9150,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002627,CUST2627,Flipkart,3340,3,4040,Gloves,3,High,0.47,Debit Card,Medium,No
PUR002628,CUST2628,Amazon,4590,5,5790,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002629,CUST2629,Local Store,2210,1,2510,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR002630,CUST2630,Brand Website,6810,8,8610,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002631,CUST2631,Amazon,4220,4,5320,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002632,CUST2632,Flipkart,2770,2,3270,Jerseys,2,High,0.50,Debit Card,Low,No
PUR002633,CUST2633,Brand Website,8220,10,10420,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002634,CUST2634,Local Store,2040,1,2340,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR002635,CUST2635,Amazon,5440,6,6740,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002636,CUST2636,Brand Website,7500,9,9400,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002637,CUST2637,Flipkart,3200,3,3900,Gloves,3,High,0.44,Debit Card,Medium,No
PUR002638,CUST2638,Amazon,4800,5,6000,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002639,CUST2639,Local Store,2320,1,2620,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR002640,CUST2640,Brand Website,6650,8,8450,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002641,CUST2641,Amazon,4380,5,5480,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002642,CUST2642,Flipkart,2840,2,3340,Jerseys,2,High,0.54,Debit Card,Low,No
PUR002643,CUST2643,Brand Website,7880,10,10080,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002644,CUST2644,Local Store,2010,1,2260,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002645,CUST2645,Amazon,5260,6,6560,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR002646,CUST2646,Brand Website,7260,9,9160,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002647,CUST2647,Flipkart,3350,3,4050,Gloves,3,High,0.47,Debit Card,Medium,No
PUR002648,CUST2648,Amazon,4600,5,5800,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002649,CUST2649,Local Store,2220,1,2520,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR002650,CUST2650,Brand Website,6820,8,8620,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002651,CUST2651,Amazon,4230,4,5330,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002652,CUST2652,Flipkart,2780,2,3280,Jerseys,2,High,0.50,Debit Card,Low,No
PUR002653,CUST2653,Brand Website,8230,10,10430,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002654,CUST2654,Local Store,2050,1,2350,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR002655,CUST2655,Amazon,5450,6,6750,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002656,CUST2656,Brand Website,7510,9,9410,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002657,CUST2657,Flipkart,3210,3,3910,Gloves,3,High,0.44,Debit Card,Medium,No
PUR002658,CUST2658,Amazon,4810,5,6010,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002659,CUST2659,Local Store,2330,1,2630,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR002660,CUST2660,Brand Website,6660,8,8460,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002661,CUST2661,Amazon,4390,5,5490,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002662,CUST2662,Flipkart,2850,2,3350,Jerseys,2,High,0.54,Debit Card,Low,No
PUR002663,CUST2663,Brand Website,7890,10,10090,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002664,CUST2664,Local Store,2020,1,2270,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002665,CUST2665,Amazon,5270,6,6570,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR002666,CUST2666,Brand Website,7270,9,9170,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002667,CUST2667,Flipkart,3360,3,4060,Gloves,3,High,0.47,Debit Card,Medium,No
PUR002668,CUST2668,Amazon,4610,5,5810,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002669,CUST2669,Local Store,2230,1,2530,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR002670,CUST2670,Brand Website,6830,8,8630,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002671,CUST2671,Amazon,4240,4,5340,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002672,CUST2672,Flipkart,2790,2,3290,Jerseys,2,High,0.50,Debit Card,Low,No
PUR002673,CUST2673,Brand Website,8240,10,10440,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002674,CUST2674,Local Store,2060,1,2360,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR002675,CUST2675,Amazon,5460,6,6760,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002676,CUST2676,Brand Website,7520,9,9420,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002677,CUST2677,Flipkart,3220,3,3920,Gloves,3,High,0.44,Debit Card,Medium,No
PUR002678,CUST2678,Amazon,4820,5,6020,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002679,CUST2679,Local Store,2340,1,2640,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR002680,CUST2680,Brand Website,6670,8,8470,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002681,CUST2681,Amazon,4400,5,5500,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002682,CUST2682,Flipkart,2860,2,3360,Jerseys,2,High,0.54,Debit Card,Low,No
PUR002683,CUST2683,Brand Website,7900,10,10100,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002684,CUST2684,Local Store,2030,1,2280,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002685,CUST2685,Amazon,5280,6,6580,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR002686,CUST2686,Brand Website,7280,9,9180,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002687,CUST2687,Flipkart,3370,3,4070,Gloves,3,High,0.47,Debit Card,Medium,No
PUR002688,CUST2688,Amazon,4620,5,5820,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002689,CUST2689,Local Store,2240,1,2540,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR002690,CUST2690,Brand Website,6840,8,8640,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002691,CUST2691,Amazon,4250,4,5350,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002692,CUST2692,Flipkart,2800,2,3300,Jerseys,2,High,0.50,Debit Card,Low,No
PUR002693,CUST2693,Brand Website,8250,10,10450,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002694,CUST2694,Local Store,2070,1,2370,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR002695,CUST2695,Amazon,5470,6,6770,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002696,CUST2696,Brand Website,7530,9,9430,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002697,CUST2697,Flipkart,3230,3,3930,Gloves,3,High,0.44,Debit Card,Medium,No
PUR002698,CUST2698,Amazon,4830,5,6030,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002699,CUST2699,Local Store,2350,1,2650,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR002700,CUST2700,Brand Website,6680,8,8480,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002701,CUST2701,Amazon,4410,5,5510,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002702,CUST2702,Flipkart,2870,2,3370,Jerseys,2,High,0.54,Debit Card,Low,No
PUR002703,CUST2703,Brand Website,7910,10,10110,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002704,CUST2704,Local Store,2040,1,2290,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002705,CUST2705,Amazon,5290,6,6590,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR002706,CUST2706,Brand Website,7290,9,9190,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002707,CUST2707,Flipkart,3380,3,4080,Gloves,3,High,0.47,Debit Card,Medium,No
PUR002708,CUST2708,Amazon,4630,5,5830,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002709,CUST2709,Local Store,2250,1,2550,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR002710,CUST2710,Brand Website,6850,8,8650,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002711,CUST2711,Amazon,4260,4,5360,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002712,CUST2712,Flipkart,2810,2,3310,Jerseys,2,High,0.50,Debit Card,Low,No
PUR002713,CUST2713,Brand Website,8260,10,10460,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002714,CUST2714,Local Store,2080,1,2380,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR002715,CUST2715,Amazon,5480,6,6780,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002716,CUST2716,Brand Website,7540,9,9440,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002717,CUST2717,Flipkart,3240,3,3940,Gloves,3,High,0.44,Debit Card,Medium,No
PUR002718,CUST2718,Amazon,4840,5,6040,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002719,CUST2719,Local Store,2360,1,2660,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR002720,CUST2720,Brand Website,6690,8,8490,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002721,CUST2721,Amazon,4420,5,5520,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002722,CUST2722,Flipkart,2880,2,3380,Jerseys,2,High,0.54,Debit Card,Low,No
PUR002723,CUST2723,Brand Website,7920,10,10120,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002724,CUST2724,Local Store,2050,1,2300,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002725,CUST2725,Amazon,5300,6,6600,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR002726,CUST2726,Brand Website,7300,9,9200,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002727,CUST2727,Flipkart,3390,3,4090,Gloves,3,High,0.47,Debit Card,Medium,No
PUR002728,CUST2728,Amazon,4640,5,5840,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002729,CUST2729,Local Store,2260,1,2560,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR002730,CUST2730,Brand Website,6860,8,8660,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002731,CUST2731,Amazon,4270,4,5370,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002732,CUST2732,Flipkart,2820,2,3320,Jerseys,2,High,0.50,Debit Card,Low,No
PUR002733,CUST2733,Brand Website,8270,10,10470,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002734,CUST2734,Local Store,2090,1,2390,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR002735,CUST2735,Amazon,5490,6,6790,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002736,CUST2736,Brand Website,7550,9,9450,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002737,CUST2737,Flipkart,3250,3,3950,Gloves,3,High,0.44,Debit Card,Medium,No
PUR002738,CUST2738,Amazon,4850,5,6050,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002739,CUST2739,Local Store,2370,1,2670,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR002740,CUST2740,Brand Website,6700,8,8500,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002741,CUST2741,Amazon,4430,5,5530,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002742,CUST2742,Flipkart,2890,2,3390,Jerseys,2,High,0.54,Debit Card,Low,No
PUR002743,CUST2743,Brand Website,7930,10,10130,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002744,CUST2744,Local Store,2060,1,2310,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002745,CUST2745,Amazon,5310,6,6610,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR002746,CUST2746,Brand Website,7310,9,9210,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002747,CUST2747,Flipkart,3400,3,4100,Gloves,3,High,0.47,Debit Card,Medium,No
PUR002748,CUST2748,Amazon,4650,5,5850,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002749,CUST2749,Local Store,2270,1,2570,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR002750,CUST2750,Brand Website,6870,8,8670,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002751,CUST2751,Amazon,4280,4,5380,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002752,CUST2752,Flipkart,2830,2,3330,Jerseys,2,High,0.50,Debit Card,Low,No
PUR002753,CUST2753,Brand Website,8280,10,10480,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002754,CUST2754,Local Store,2100,1,2400,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR002755,CUST2755,Amazon,5500,6,6800,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002756,CUST2756,Brand Website,7560,9,9460,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002757,CUST2757,Flipkart,3260,3,3960,Gloves,3,High,0.44,Debit Card,Medium,No
PUR002758,CUST2758,Amazon,4860,5,6060,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002759,CUST2759,Local Store,2380,1,2680,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR002760,CUST2760,Brand Website,6710,8,8510,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002761,CUST2761,Amazon,4440,5,5540,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002762,CUST2762,Flipkart,2900,2,3400,Jerseys,2,High,0.54,Debit Card,Low,No
PUR002763,CUST2763,Brand Website,7940,10,10140,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002764,CUST2764,Local Store,2070,1,2320,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002765,CUST2765,Amazon,5320,6,6620,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR002766,CUST2766,Brand Website,7320,9,9220,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002767,CUST2767,Flipkart,3410,3,4110,Gloves,3,High,0.47,Debit Card,Medium,No
PUR002768,CUST2768,Amazon,4660,5,5860,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002769,CUST2769,Local Store,2280,1,2580,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR002770,CUST2770,Brand Website,6880,8,8680,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002771,CUST2771,Amazon,4290,4,5390,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002772,CUST2772,Flipkart,2840,2,3340,Jerseys,2,High,0.50,Debit Card,Low,No
PUR002773,CUST2773,Brand Website,8290,10,10490,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002774,CUST2774,Local Store,2110,1,2410,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR002775,CUST2775,Amazon,5510,6,6810,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002776,CUST2776,Brand Website,7570,9,9470,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002777,CUST2777,Flipkart,3270,3,3970,Gloves,3,High,0.44,Debit Card,Medium,No
PUR002778,CUST2778,Amazon,4870,5,6070,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002779,CUST2779,Local Store,2390,1,2690,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR002780,CUST2780,Brand Website,6720,8,8520,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002781,CUST2781,Amazon,4450,5,5550,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002782,CUST2782,Flipkart,2910,2,3410,Jerseys,2,High,0.54,Debit Card,Low,No
PUR002783,CUST2783,Brand Website,7950,10,10150,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002784,CUST2784,Local Store,2080,1,2330,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002785,CUST2785,Amazon,5330,6,6630,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR002786,CUST2786,Brand Website,7330,9,9230,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002787,CUST2787,Flipkart,3420,3,4120,Gloves,3,High,0.47,Debit Card,Medium,No
PUR002788,CUST2788,Amazon,4670,5,5870,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002789,CUST2789,Local Store,2290,1,2590,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR002790,CUST2790,Brand Website,6890,8,8690,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002791,CUST2791,Amazon,4300,4,5400,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002792,CUST2792,Flipkart,2850,2,3350,Jerseys,2,High,0.50,Debit Card,Low,No
PUR002793,CUST2793,Brand Website,8300,10,10500,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002794,CUST2794,Local Store,2120,1,2420,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR002795,CUST2795,Amazon,5520,6,6820,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002796,CUST2796,Brand Website,7580,9,9480,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002797,CUST2797,Flipkart,3280,3,3980,Gloves,3,High,0.44,Debit Card,Medium,No
PUR002798,CUST2798,Amazon,4880,5,6080,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002799,CUST2799,Local Store,2400,1,2700,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR002800,CUST2800,Brand Website,6730,8,8530,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002801,CUST2801,Amazon,4460,5,5560,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002802,CUST2802,Flipkart,2920,2,3420,Jerseys,2,High,0.54,Debit Card,Low,No
PUR002803,CUST2803,Brand Website,7960,10,10160,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002804,CUST2804,Local Store,2090,1,2340,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002805,CUST2805,Amazon,5340,6,6640,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR002806,CUST2806,Brand Website,7340,9,9240,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002807,CUST2807,Flipkart,3430,3,4130,Gloves,3,High,0.47,Debit Card,Medium,No
PUR002808,CUST2808,Amazon,4680,5,5880,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002809,CUST2809,Local Store,2300,1,2600,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR002810,CUST2810,Brand Website,6900,8,8700,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002811,CUST2811,Amazon,4310,4,5410,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002812,CUST2812,Flipkart,2860,2,3360,Jerseys,2,High,0.50,Debit Card,Low,No
PUR002813,CUST2813,Brand Website,8310,10,10510,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002814,CUST2814,Local Store,2130,1,2430,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR002815,CUST2815,Amazon,5530,6,6830,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002816,CUST2816,Brand Website,7590,9,9490,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002817,CUST2817,Flipkart,3290,3,3990,Gloves,3,High,0.44,Debit Card,Medium,No
PUR002818,CUST2818,Amazon,4890,5,6090,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002819,CUST2819,Local Store,2410,1,2710,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR002820,CUST2820,Brand Website,6740,8,8540,Full Kits,6,Low,0.09,Credit Card,High,Yes
PUR002821,CUST2821,Amazon,4470,5,5570,Bats,4,Medium,0.21,UPI,Medium,Yes
PUR002822,CUST2822,Flipkart,2930,2,3430,Jerseys,2,High,0.54,Debit Card,Low,No
PUR002823,CUST2823,Brand Website,7970,10,10170,Full Kits,8,Low,0.06,Credit Card,High,Yes
PUR002824,CUST2824,Local Store,2100,1,2350,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
PUR002825,CUST2825,Amazon,5350,6,6650,Shoes,5,Medium,0.19,UPI,Medium,Yes
PUR002826,CUST2826,Brand Website,7350,9,9250,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002827,CUST2827,Flipkart,3440,3,4140,Gloves,3,High,0.47,Debit Card,Medium,No
PUR002828,CUST2828,Amazon,4690,5,5890,Bats,4,Medium,0.20,UPI,Medium,Yes
PUR002829,CUST2829,Local Store,2310,1,2610,Accessories,1,High,0.58,Cash on Delivery,Low,No
PUR002830,CUST2830,Brand Website,6910,8,8710,Full Kits,6,Low,0.07,Credit Card,High,Yes
PUR002831,CUST2831,Amazon,4320,4,5420,Shoes,4,Medium,0.24,UPI,Medium,Yes
PUR002832,CUST2832,Flipkart,2870,2,3370,Jerseys,2,High,0.50,Debit Card,Low,No
PUR002833,CUST2833,Brand Website,8320,10,10520,Full Kits,8,Low,0.05,Credit Card,High,Yes
PUR002834,CUST2834,Local Store,2140,1,2440,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
PUR002835,CUST2835,Amazon,5540,6,6840,Bats,5,Medium,0.16,UPI,Medium,Yes
PUR002836,CUST2836,Brand Website,7600,9,9500,Full Kits,7,Low,0.08,Credit Card,High,Yes
PUR002837,CUST2837,Flipkart,3300,3,4000,Gloves,3,High,0.44,Debit Card,Medium,No
PUR002838,CUST2838,Amazon,4900,5,6100,Shoes,4,Medium,0.22,UPI,Medium,Yes
PUR002839,CUST2839,Local Store,2420,1,2720,Accessories,1,High,0.61,Cash on Delivery,Low,No
PUR002840,CUST2840,Brand Website,6750,8,8550,Full Kits,6,Low,0.09,Credit Card,High,Yes
